REF_ID,IN_TIME,VALIDITY,CON_NUM,CON_SIZE,STATUS,OUT_TIME,HOURS_DIFF,DAYS_DIFF
IGOJO15309,2023-03-21 16:53:17,2023-03-24 16:53:17,OJDE0974924,40.0,L,2023-03-21 19:50:39.477,2.9562436111111112,0.0
IGOJO15309,2023-03-21 16:53:17,2023-03-24 16:53:17,MHYN2330099,40.0,L,2023-03-21 20:01:40.755,3.139931944444444,0.0
IGOJO15309,2023-03-21 16:53:17,2023-03-24 16:53:17,MOCA9841245,40.0,L,2023-03-21 19:40:49.823,2.792450833333333,0.0
IGOJO15309,2023-03-21 16:53:17,2023-03-24 16:53:17,MKHM1696623,40.0,L,2023-03-21 20:49:13.879,3.932466388888889,0.0
IGOJO15309,2023-03-21 16:53:17,2023-03-24 16:53:17,BKFF2862511,40.0,L,2023-03-21 20:17:44.896,3.407748888888889,0.0
IGOJO15314,2023-03-21 17:18:22,2023-03-24 17:18:22,BGTM3869931,40.0,L,2023-03-23 02:48:38.808,33.50466888888889,1.0
IGOJO15314,2023-03-21 17:18:22,2023-03-24 17:18:22,QEOL0587452,40.0,L,2023-03-22 10:44:21.763,17.4332675,0.0
IGOJO15314,2023-03-21 17:18:22,2023-03-24 17:18:22,REVT5057811,40.0,L,2023-03-22 11:01:34.724,17.720201111111113,0.0
IGOJO15314,2023-03-21 17:18:22,2023-03-24 17:18:22,QKFN0676382,40.0,L,2023-03-22 10:44:39.121,17.438089166666668,0.0
IGOJO15314,2023-03-21 17:18:22,2023-03-24 17:18:22,UBMT4413852,40.0,L,2023-03-21 20:10:04.673,2.8618536111111115,0.0
IGOJO15314,2023-03-21 17:18:22,2023-03-24 17:18:22,AHSU7028446,40.0,L,2023-03-22 07:50:17.634,14.532120555555554,0.0
IGOJO15314,2023-03-21 17:18:22,2023-03-24 17:18:22,UVRG9706943,40.0,L,2023-03-22 09:18:26.363,16.001211944444442,0.0
IGOJO15314,2023-03-21 17:18:22,2023-03-24 17:18:22,OCCL8860352,40.0,L,2023-03-22 13:41:49.837,20.39106583333333,0.0
IGOJO15314,2023-03-21 17:18:22,2023-03-24 17:18:22,SKBO2020651,40.0,L,2023-03-22 11:10:53.785,17.875495833333336,0.0
IGOJO15314,2023-03-21 17:18:22,2023-03-24 17:18:22,SYBQ9516190,40.0,L,2023-03-22 02:38:43.282,9.339245,0.0
EXP35811-127014,2023-03-20 19:14:22,2023-03-20 19:14:22,VGNN9720382,20.0,L,2023-04-01 16:31:36.564,285.2873788888889,11.0
EXP35811-127014,2023-03-20 19:14:22,2023-03-20 19:14:22,MCLK5655747,20.0,L,2023-04-01 16:31:01.821,285.27772805555554,11.0
IGOJO15298,2023-03-20 21:24:30,2023-03-23 21:24:30,RXKE0930480,40.0,L,2023-03-22 04:22:01.600,30.95877777777778,1.0
IGOJO15298,2023-03-20 21:24:30,2023-03-23 21:24:30,ZQOK1102613,40.0,L,2023-03-23 06:20:20.348,56.93065222222222,2.0
IGOJO15298,2023-03-20 21:24:30,2023-03-23 21:24:30,DRAV0840904,40.0,L,2023-03-23 05:33:41.074,56.15307611111111,2.0
IGOJO15298,2023-03-20 21:24:30,2023-03-23 21:24:30,EEFY0787026,40.0,L,2023-03-22 07:54:29.928,34.49998,1.0
IGOJO15298,2023-03-20 21:24:30,2023-03-23 21:24:30,CKNC6355105,40.0,L,2023-03-22 04:36:43.837,31.20384361111111,1.0
IGOJO15329,2023-03-21 19:02:35,2023-03-24 19:02:35,ZYBA2488852,20.0,L,2023-03-23 06:15:18.163,35.21198972222222,1.0
IGOJO15329,2023-03-21 19:02:35,2023-03-24 19:02:35,XQCA2374449,20.0,L,2023-03-26 01:00:34.057,101.9664047222222,4.0
IGOJO15329,2023-03-21 19:02:35,2023-03-24 19:02:35,QZIE7619526,20.0,L,2023-03-24 06:03:17.278,59.01174388888889,2.0
IGOJO15329,2023-03-21 19:02:35,2023-03-24 19:02:35,ZDCG1064485,20.0,L,2023-03-25 05:39:04.725,82.60825694444443,3.0
EXP35987-127357,2023-03-23 18:37:16,2023-03-23 18:37:16,ZOVN8720398,20.0,L,2023-04-01 09:52:40.952,207.25693111111116,8.0
EXP35987-127357,2023-03-23 18:37:16,2023-03-23 18:37:16,ZCJM4669855,20.0,L,2023-04-01 09:59:47.066,207.3752961111111,8.0
EXP35987-127357,2023-03-23 18:37:16,2023-03-23 18:37:16,HTGH7440932,20.0,L,2023-04-01 09:52:15.001,207.2497225,8.0
EXP35891-127469,2023-03-23 18:38:23,2023-03-23 18:38:23,TFCP4514495,20.0,L,2023-03-31 16:07:51.009,189.4911136111111,7.0
EFS35616,2023-03-26 14:57:20,2023-03-29 14:57:20,TEFL2539432,40.0,E,2023-03-26 15:49:02.535,0.8618152777777778,0.0
EFS35617,2023-03-26 16:20:22,2023-03-29 16:20:22,GQZU7554767,20.0,E,2023-03-26 19:25:05.044,3.0786233333333333,0.0
EFS35617,2023-03-26 16:20:22,2023-03-29 16:20:22,IYEF6712084,20.0,E,2023-03-26 18:08:02.498,1.7945827777777776,0.0
EFS35617,2023-03-26 16:20:22,2023-03-29 16:20:22,CWHD2735488,20.0,E,2023-03-26 18:12:47.149,1.8736525,0.0
EFS35617,2023-03-26 16:20:22,2023-03-29 16:20:22,QUYB7351429,20.0,E,2023-03-26 18:07:37.214,1.7875594444444445,0.0
EFS35617,2023-03-26 16:20:22,2023-03-29 16:20:22,RSFE6443706,20.0,E,2023-03-26 19:25:42.302,3.088972777777778,0.0
EFS35617,2023-03-26 16:20:22,2023-03-29 16:20:22,ILSX1632839,20.0,E,2023-03-26 18:08:13.972,1.79777,0.0
EFS35617,2023-03-26 16:20:22,2023-03-29 16:20:22,ZHQV3405965,20.0,E,2023-03-26 18:12:36.223,1.8706175,0.0
EFS35618,2023-03-26 16:22:07,2023-03-29 16:22:07,DTEG8221757,20.0,E,2023-03-26 20:41:07.506,4.316807222222222,0.0
EFS35620,2023-03-26 18:18:44,2023-03-29 18:18:44,PEER5959137,20.0,E,2023-03-26 19:26:15.285,1.1253569444444445,0.0
EFS35620,2023-03-26 18:18:44,2023-03-29 18:18:44,WBOA0963024,20.0,E,2023-03-26 21:26:38.796,3.131887777777778,0.0
EFS35620,2023-03-26 18:18:44,2023-03-29 18:18:44,AHDE2711257,20.0,E,2023-03-26 20:07:46.890,1.8174694444444448,0.0
EFS35620,2023-03-26 18:18:44,2023-03-29 18:18:44,ZFVQ3314912,20.0,E,2023-03-27 04:07:08.435,9.8067875,0.0
EFS35620,2023-03-26 18:18:44,2023-03-29 18:18:44,SGKD9749293,20.0,E,2023-03-27 00:29:22.804,6.177445555555556,0.0
EFS35621,2023-03-26 19:48:02,2023-03-29 19:48:02,VBUO2191271,20.0,E,2023-03-27 00:29:34.859,4.6924608333333335,0.0
EFS35621,2023-03-26 19:48:02,2023-03-29 19:48:02,ZLFT7743768,20.0,E,2023-03-27 00:29:47.261,4.695905833333333,0.0
EFS35410,2023-03-21 13:23:55,2023-03-24 13:23:55,EGVU4615584,40.0,E,2023-03-21 16:40:28.475,3.275965277777778,0.0
EFS35413,2023-03-21 14:47:00,2023-03-24 14:47:00,WDPT7777846,40.0,E,2023-03-21 16:02:21.760,1.2560444444444443,0.0
EFS17796-238338-407743,2023-03-18 18:46:16,2023-03-21 18:46:16,KJRD5714722,20.0,L,2023-03-24 19:58:55.101,145.2108613888889,6.0
EFS35415,2023-03-21 14:56:44,2023-03-24 14:56:44,DBVD1952601,20.0,E,2023-03-22 11:09:30.198,20.21283277777778,0.0
EFS35415,2023-03-21 14:56:44,2023-03-24 14:56:44,UDTW1375992,20.0,E,2023-03-21 14:57:32.884,0.0135788888888888,0.0
EXP35874-127101,2023-03-21 15:10:12,2023-03-21 15:10:12,LEPX1972826,20.0,L,2023-04-01 14:49:53.528,263.6615355555556,10.0
EXP35874-127101,2023-03-21 15:10:12,2023-03-21 15:10:12,KJPC9083319,20.0,L,2023-04-01 14:53:31.956,263.72221,10.0
EXP35926-127161,2023-03-21 15:14:26,2023-03-21 15:14:26,RPTV6840151,20.0,L,2023-04-01 14:45:06.824,263.51134,10.0
EXP35926-127161,2023-03-21 15:14:26,2023-03-21 15:14:26,EJYV7248696,20.0,L,2023-04-01 14:49:42.583,263.58793972222225,10.0
IGOJO15306,2023-03-21 16:30:07,2023-03-24 16:30:07,SCNJ7375511,40.0,L,2023-03-22 00:08:46.311,7.644253055555556,0.0
IGOJO15306,2023-03-21 16:30:07,2023-03-24 16:30:07,AIYT1316035,40.0,L,2023-03-21 23:57:59.099,7.464471944444444,0.0
IGOJO15307,2023-03-21 16:49:02,2023-03-24 16:49:02,ATKK2705909,40.0,L,2023-03-23 09:20:14.071,40.52001972222222,1.0
IGOJO15307,2023-03-21 16:49:02,2023-03-24 16:49:02,ZRWC0792367,40.0,L,2023-03-22 02:43:23.135,9.905870833333331,0.0
IGOJO15307,2023-03-21 16:49:02,2023-03-24 16:49:02,LVND1521801,40.0,L,2023-03-23 09:04:04.868,40.250796666666666,1.0
IGOJO15307,2023-03-21 16:49:02,2023-03-24 16:49:02,VDMV1227904,40.0,L,2023-03-21 23:47:31.938,6.974982777777777,0.0
IGOJO15307,2023-03-21 16:49:02,2023-03-24 16:49:02,HESN8972539,40.0,L,2023-03-23 09:18:45.009,40.49528027777777,1.0
IGOJO15307,2023-03-21 16:49:02,2023-03-24 16:49:02,HPCW2107312,40.0,L,2023-03-22 02:36:03.479,9.783744166666668,0.0
IGOJO15307,2023-03-21 16:49:02,2023-03-24 16:49:02,CCRP2022997,40.0,L,2023-03-21 23:18:26.144,6.4900400000000005,0.0
IGOJO15307,2023-03-21 16:49:02,2023-03-24 16:49:02,LPDA5177613,40.0,L,2023-03-23 05:27:03.021,36.63361694444445,1.0
IGOJO15307,2023-03-21 16:49:02,2023-03-24 16:49:02,UDGD5214896,40.0,L,2023-03-21 23:40:57.575,6.8654375000000005,0.0
IGOJO15307,2023-03-21 16:49:02,2023-03-24 16:49:02,XWYP9171035,40.0,L,2023-03-23 01:21:45.880,32.545522222222225,1.0
EXP35892-127117,2023-03-21 17:15:09,2023-03-21 17:15:09,NKDM5898511,40.0,L,2023-04-01 14:49:05.410,261.56566944444444,10.0
EFS35425,2023-03-21 17:36:10,2023-03-24 17:36:10,EIKD7826613,20.0,E,2023-03-21 21:12:15.582,3.601550555555556,0.0
EFS17756-238004-393421,2023-03-17 06:32:57,2023-03-20 06:32:57,XRHT6885625,20.0,L,2023-03-23 16:03:37.723,153.51131194444446,6.0
EXP35890-127116,2023-03-21 17:59:48,2023-03-21 17:59:48,OYLF9109545,20.0,L,2023-04-01 14:42:51.721,260.7177002777778,10.0
EXP35824-127030,2023-03-21 18:03:01,2023-03-21 18:03:01,PDKL1045650,20.0,L,2023-04-01 14:52:27.894,260.8241372222222,10.0
EXP35824-127030,2023-03-21 18:03:01,2023-03-21 18:03:01,HMGK2326540,20.0,L,2023-04-01 14:50:27.480,260.7906888888889,10.0
EXP35824-127030,2023-03-21 18:03:01,2023-03-21 18:03:01,XACN1177428,20.0,L,2023-04-01 14:41:54.412,260.64817,10.0
EXP35824-127030,2023-03-21 18:03:01,2023-03-21 18:03:01,HQGP8812174,20.0,L,2023-04-01 14:52:16.526,260.82097944444445,10.0
EXP35824-127030,2023-03-21 18:03:01,2023-03-21 18:03:01,QLJM3178047,20.0,L,2023-04-01 14:42:08.325,260.6520347222222,10.0
EXP35836-127043,2023-03-21 18:14:35,2023-03-21 18:14:35,OVAM0246831,20.0,L,2023-04-01 14:44:18.204,260.49533444444444,10.0
EXP35836-127043,2023-03-21 18:14:35,2023-03-21 18:14:35,OOLB4149410,20.0,L,2023-04-01 14:44:55.990,260.5058305555556,10.0
EXP35836-127043,2023-03-21 18:14:35,2023-03-21 18:14:35,MRYD0979274,20.0,L,2023-04-01 14:45:32.566,260.5159905555556,10.0
EXP35836-127043,2023-03-21 18:14:35,2023-03-21 18:14:35,QXVD7268085,20.0,L,2023-04-01 14:55:26.636,260.68101,10.0
EXP35836-127043,2023-03-21 18:14:35,2023-03-21 18:14:35,MFWP0166982,20.0,L,2023-04-01 14:42:21.831,260.4630086111111,10.0
IGOJO15324,2023-03-21 18:27:31,2023-03-24 18:27:31,BJLX1260882,40.0,L,2023-03-23 07:58:04.926,37.50942388888889,1.0
IGOJO15324,2023-03-21 18:27:31,2023-03-24 18:27:31,MFYE8597777,40.0,L,2023-03-23 05:30:34.469,35.05096361111111,1.0
IGOJO15468,2023-03-27 14:53:58,2023-03-30 14:53:58,EGQV1952733,40.0,L,2023-03-28 01:17:00.236,10.383954444444443,0.0
IGOJO15468,2023-03-27 14:53:58,2023-03-30 14:53:58,SPQU1332806,40.0,L,2023-03-28 03:39:20.189,12.756163611111113,0.0
IGOJO15468,2023-03-27 14:53:58,2023-03-30 14:53:58,PUPR7481839,40.0,L,2023-03-28 02:42:21.411,11.806503055555556,0.0
IGOJO15469,2023-03-27 15:21:06,2023-03-30 15:21:06,BZXD0690365,20.0,L,2023-03-27 21:38:28.573,6.289603611111112,0.0
IGOJO15469,2023-03-27 15:21:06,2023-03-30 15:21:06,WDYD9958266,20.0,L,2023-03-27 18:12:44.876,2.860798888888889,0.0
IGOJO15471,2023-03-27 15:27:24,2023-03-30 15:27:24,IGSC8050371,20.0,L,2023-03-28 04:29:15.425,13.030951388888887,0.0
IGOJO15471,2023-03-27 15:27:24,2023-03-30 15:27:24,TXZO0759489,20.0,L,2023-04-03 23:05:32.383,175.63566194444445,7.0
EXP35958-127250,2023-03-27 15:39:41,2023-03-27 15:39:41,VGPL7094751,20.0,L,2023-03-31 14:18:13.812,94.64244777777778,3.0
EXP35958-127250,2023-03-27 15:39:41,2023-03-27 15:39:41,ONCZ7130172,20.0,L,2023-03-31 14:34:42.737,94.91714916666668,3.0
EXP35958-127250,2023-03-27 15:39:41,2023-03-27 15:39:41,LFDW2101844,20.0,L,2023-03-31 14:34:06.378,94.90704944444444,3.0
EXP35958-127250,2023-03-27 15:39:41,2023-03-27 15:39:41,NVJS8059168,20.0,L,2023-03-31 14:50:51.902,95.18636166666668,3.0
EXP35958-127250,2023-03-27 15:39:41,2023-03-27 15:39:41,ZJMT4192331,20.0,L,2023-03-31 14:50:41.516,95.18347666666666,3.0
EXP35958-127250,2023-03-27 15:39:41,2023-03-27 15:39:41,BLHE2377348,20.0,L,2023-03-31 14:35:14.345,94.92592916666666,3.0
IGOJO15473,2023-03-27 15:47:34,2023-03-30 15:47:34,MCNV0824189,20.0,L,2023-03-28 00:22:04.994,8.57527611111111,0.0
IGOJO15473,2023-03-27 15:47:34,2023-03-30 15:47:34,EHPC1196418,20.0,L,2023-03-30 01:59:35.116,58.20031,2.0
IGOJO15473,2023-03-27 15:47:34,2023-03-30 15:47:34,SYNX6314200,20.0,L,2023-03-31 21:07:02.226,101.32450722222222,4.0
IGOJO15473,2023-03-27 15:47:34,2023-03-30 15:47:34,KZLG1319758,20.0,L,2023-03-30 16:45:16.764,72.96187888888889,3.0
IGOJO15473,2023-03-27 15:47:34,2023-03-30 15:47:34,PROQ7630677,20.0,L,2023-03-27 21:50:23.604,6.047112222222222,0.0
IGOJO15473,2023-03-27 15:47:34,2023-03-30 15:47:34,GOJI8581457,20.0,L,2023-03-30 16:24:10.229,72.61006361111112,3.0
IGOJO15473,2023-03-27 15:47:34,2023-03-30 15:47:34,NDYF8915330,20.0,L,2023-03-27 21:27:51.966,5.671657222222223,0.0
IGOJO15475,2023-03-27 15:59:11,2023-03-30 15:59:11,DKTT7527806,20.0,L,2023-03-27 18:01:12.037,2.0336213888888888,0.0
EXP36179-127781,2023-03-27 16:17:18,2023-03-27 16:17:18,OCIJ4386490,20.0,L,2023-03-31 14:36:15.009,94.31583583333334,3.0
EXP36157-127755,2023-03-27 16:22:19,2023-03-27 16:22:19,FNDJ6803297,20.0,L,2023-03-31 14:19:33.789,93.95410805555557,3.0
IGOJO15477,2023-03-27 16:34:55,2023-03-30 16:34:55,TAGQ3011538,40.0,L,2023-03-27 20:56:19.132,4.356703333333333,0.0
IGOJO15478,2023-03-27 16:37:14,2023-03-30 16:37:14,HDZU1235190,20.0,L,2023-03-29 07:02:03.515,38.41375416666667,1.0
IGOJO15478,2023-03-27 16:37:14,2023-03-30 16:37:14,URNN2119554,20.0,L,2023-03-29 07:06:35.897,38.48941583333333,1.0
IGOJO15478,2023-03-27 16:37:14,2023-03-30 16:37:14,MAGV2185355,20.0,L,2023-03-29 23:54:45.111,55.29197527777778,2.0
IGOJO15480,2023-03-27 16:46:14,2023-03-30 16:46:14,TOMA6722071,40.0,L,2023-03-30 23:41:22.152,78.9189311111111,3.0
IGOJO15480,2023-03-27 16:46:14,2023-03-30 16:46:14,IKVD6442045,40.0,L,2023-03-30 16:37:08.378,71.84843833333333,2.0
IGOJO15480,2023-03-27 16:46:14,2023-03-30 16:46:14,CAUE7463568,40.0,L,2023-04-01 17:16:55.300,120.51147222222222,5.0
IGOJO15480,2023-03-27 16:46:14,2023-03-30 16:46:14,NXID9262456,40.0,L,2023-03-31 01:29:00.709,80.71297472222221,3.0
IGOJO15480,2023-03-27 16:46:14,2023-03-30 16:46:14,LGOJ2757058,40.0,L,2023-03-31 22:02:56.264,101.27840666666668,4.0
EFS17756-238004-408064,2023-03-17 06:32:57,2023-03-20 06:32:57,EPRW8195930,20.0,L,2023-03-23 16:02:19.029,153.4894525,6.0
EXP35962-127264,2023-03-21 17:47:46,2023-03-21 17:47:46,DDDB6911109,20.0,L,2023-04-01 11:14:36.469,257.4473525,10.0
IGOJO15322,2023-03-21 18:03:59,2023-03-24 18:03:59,LFAZ4334533,40.0,L,2023-03-22 14:44:47.262,20.680072777777777,0.0
IGOJO15322,2023-03-21 18:03:59,2023-03-24 18:03:59,FMLB3349505,40.0,L,2023-03-22 14:07:20.416,20.05594888888889,0.0
EXP35931-127174,2023-03-21 18:04:05,2023-03-21 18:04:05,RUQV5531308,40.0,L,2023-04-01 14:54:52.508,260.84653000000003,10.0
IGOJO03489,2023-03-21 18:23:03,2023-03-24 18:23:03,LIJI0966022,40.0,L,2023-03-29 00:52:21.737,174.48853805555555,7.0
IGOJO03489,2023-03-21 18:23:03,2023-03-24 18:23:03,GVFS4555555,40.0,L,2023-03-28 21:25:44.735,171.04492638888888,7.0
IGOJO03489,2023-03-21 18:23:03,2023-03-24 18:23:03,OFKF9852951,40.0,L,2023-03-27 16:29:33.956,142.10859888888888,5.0
IGOJO03489,2023-03-21 18:23:03,2023-03-24 18:23:03,EEUX3391512,40.0,L,2023-03-28 11:01:15.901,160.63691694444444,6.0
EXP35973-127312,2023-03-21 18:27:27,2023-03-21 18:27:27,BIZA7602081,20.0,L,2023-04-01 14:43:40.243,260.2703452777778,10.0
EXP35907-127128,2023-03-21 18:39:10,2023-03-21 18:39:10,SPAL3006342,40.0,L,2023-04-01 14:54:14.113,260.2511425,10.0
IGOJO15325,2023-03-21 18:43:13,2023-03-24 18:43:13,WUWH9391872,40.0,L,2023-03-21 23:52:28.144,5.154206666666667,0.0
IGOJO15325,2023-03-21 18:43:13,2023-03-24 18:43:13,NRVW5364931,40.0,L,2023-03-22 01:14:24.814,6.519948333333333,0.0
EXP35807-127004,2023-03-21 18:46:01,2023-03-21 18:46:01,MZOS8980343,20.0,L,2023-03-31 13:42:46.426,234.94595166666667,9.0
EXP35807-127004,2023-03-21 18:46:01,2023-03-21 18:46:01,TFFG2749398,20.0,L,2023-03-31 13:47:20.211,235.0220030555556,9.0
IGOJO15327,2023-03-21 18:59:10,2023-03-24 18:59:10,AXMK7837983,20.0,L,2023-03-21 23:44:09.980,4.749994444444444,0.0
IGOJO15327,2023-03-21 18:59:10,2023-03-24 18:59:10,IAVN7932008,20.0,L,2023-03-22 03:58:23.973,8.987214722222223,0.0
EFS35429,2023-03-21 19:08:04,2023-03-24 19:08:04,SNIJ9647600,20.0,E,2023-03-22 02:17:50.291,7.162858611111111,0.0
EFS35429,2023-03-21 19:08:04,2023-03-24 19:08:04,PNCF6637536,20.0,E,2023-03-22 01:10:52.712,6.046864444444444,0.0
EFS35429,2023-03-21 19:08:04,2023-03-24 19:08:04,XHEJ6091173,20.0,E,2023-03-22 01:11:24.782,6.0557727777777774,0.0
EFS35429,2023-03-21 19:08:04,2023-03-24 19:08:04,OJUF7588283,20.0,E,2023-03-22 00:06:07.392,4.967608888888889,0.0
EFS35429,2023-03-21 19:08:04,2023-03-24 19:08:04,YRID7674358,20.0,E,2023-03-22 01:19:38.162,6.192822777777778,0.0
EFS35431,2023-03-21 19:23:03,2023-03-24 19:23:03,TSCO1381974,20.0,E,2023-03-22 07:48:55.878,12.431355,0.0
EFS35432,2023-03-21 19:24:08,2023-03-24 19:24:08,TDKY5301915,40.0,E,2023-03-21 23:56:30.418,4.539560555555555,0.0
EXP12835-127350,2023-03-21 20:14:46,2023-03-21 20:14:46,ATUB5288963,20.0,L,2023-03-23 16:03:16.233,43.80839805555556,1.0
EXP12835-127350,2023-03-21 20:14:46,2023-03-21 20:14:46,IPAC3639983,20.0,L,2023-03-23 16:02:09.783,43.78993972222222,1.0
EXP12835-127350,2023-03-21 20:14:46,2023-03-21 20:14:46,MOED9666661,20.0,L,2023-03-23 15:58:25.534,43.727648333333335,1.0
EXP35923-127140,2023-03-21 20:25:17,2023-03-21 20:25:17,RPZZ0723903,40.0,L,2023-03-31 16:21:58.007,235.94472416666667,9.0
EFS17607-236651-426108,2023-03-10 20:21:05,2023-03-13 20:21:05,OVLX3000528,40.0,L,2023-03-16 21:58:02.216,145.61589333333333,6.0
EFS17645-237032-419978,2023-03-13 01:34:07,2023-03-16 01:34:07,VVMF1150899,40.0,L,2023-03-20 14:23:54.941,180.82998361111112,7.0
EFS17619-236758-392064,2023-03-11 11:17:10,2023-03-14 11:17:10,MIIY4097090,20.0,L,2023-03-20 14:09:30.461,218.87235027777777,9.0
EFS35260,2023-03-16 18:38:28,2023-03-19 18:38:28,DBMT0924854,20.0,E,2023-03-17 08:43:23.927,14.082201944444446,0.0
EFS35260,2023-03-16 18:38:28,2023-03-19 18:38:28,HWYA9248920,20.0,E,2023-03-17 00:01:38.330,5.386202777777778,0.0
EFS35260,2023-03-16 18:38:28,2023-03-19 18:38:28,GFUG1509852,20.0,E,2023-03-17 07:29:49.273,12.855909166666668,0.0
IGOJO15193,2023-03-16 18:58:09,2023-03-19 18:58:09,FOCF9205909,40.0,L,2023-03-17 03:36:53.529,8.645702499999999,0.0
IGOJO15193,2023-03-16 18:58:09,2023-03-19 18:58:09,XMHT5906496,40.0,L,2023-03-17 09:21:18.463,14.385961944444446,0.0
IGOJO15193,2023-03-16 18:58:09,2023-03-19 18:58:09,QGUD2274336,40.0,L,2023-03-17 00:59:21.054,6.020015,0.0
IGOJO15193,2023-03-16 18:58:09,2023-03-19 18:58:09,SNJF0868886,40.0,L,2023-03-17 02:08:43.714,7.176309444444445,0.0
IGOJO15193,2023-03-16 18:58:09,2023-03-19 18:58:09,VHAN7541722,40.0,L,2023-03-17 07:48:42.548,12.842652222222222,0.0
IGOJO15193,2023-03-16 18:58:09,2023-03-19 18:58:09,SZJP5730548,40.0,L,2023-03-17 09:50:48.010,14.877502777777778,0.0
IGOJO15193,2023-03-16 18:58:09,2023-03-19 18:58:09,NSZH0694038,40.0,L,2023-03-17 16:16:50.445,21.311512500000003,0.0
IGOJO15193,2023-03-16 18:58:09,2023-03-19 18:58:09,IWXK8704268,40.0,L,2023-03-17 07:36:47.762,12.644100555555555,0.0
IGOJO15193,2023-03-16 18:58:09,2023-03-19 18:58:09,TOUK1615029,40.0,L,2023-03-17 00:56:52.677,5.978799166666667,0.0
IGOJO15193,2023-03-16 18:58:09,2023-03-19 18:58:09,ONBO1288359,40.0,L,2023-03-16 23:34:44.893,4.609970277777777,0.0
IGOJO15210,2023-03-16 20:36:30,2023-03-19 20:36:30,KKBT0262437,40.0,L,2023-03-18 03:45:35.287,31.15146861111111,1.0
IGOJO15210,2023-03-16 20:36:30,2023-03-19 20:36:30,ADGT8986335,40.0,L,2023-03-18 05:10:16.902,32.563028333333335,1.0
IGOJO15210,2023-03-16 20:36:30,2023-03-19 20:36:30,LTCD7864131,40.0,L,2023-03-18 02:00:47.741,29.404928055555555,1.0
IGOJO15210,2023-03-16 20:36:30,2023-03-19 20:36:30,HPTP9329151,40.0,L,2023-03-18 05:00:31.881,32.4005225,1.0
EXP35782-126953,2023-03-18 15:07:37,2023-03-18 15:07:37,PFKX6680579,20.0,L,2023-03-31 16:18:53.373,313.18788138888885,13.0
EXP35760-126917,2023-03-18 15:57:31,2023-03-18 15:57:31,DRKQ9727895,20.0,L,2023-04-01 16:39:26.557,336.69876583333337,14.0
EFS35427,2023-03-21 18:32:12,2023-03-24 18:32:12,SOTK1143121,40.0,E,2023-03-22 00:53:34.213,6.356170277777777,0.0
EFS35254,2023-03-16 15:17:32,2023-03-19 15:17:32,RGLG9412351,40.0,E,2023-03-17 12:21:54.556,21.07293222222222,0.0
IGOJO15176,2023-03-16 16:01:59,2023-03-19 16:01:59,PBOZ0625455,40.0,L,2023-03-17 11:10:07.703,19.135750833333333,0.0
IGOJO15178,2023-03-16 16:11:07,2023-03-19 16:11:07,PLQQ4785264,20.0,L,2023-03-17 21:24:01.578,29.215160555555556,1.0
IGOJO15178,2023-03-16 16:11:07,2023-03-19 16:11:07,EZUO9894529,20.0,L,2023-03-17 22:59:49.175,30.81171527777778,1.0
IGOJO15178,2023-03-16 16:11:07,2023-03-19 16:11:07,DEMS5851893,20.0,L,2023-03-17 02:06:46.826,9.927729444444443,0.0
IGOJO15178,2023-03-16 16:11:07,2023-03-19 16:11:07,BCYT7176002,20.0,L,2023-03-17 03:25:44.075,11.243631944444443,0.0
EFS17669-237277-427840,2023-03-14 06:35:00,2023-03-17 06:35:00,EVHU0668899,40.0,L,2023-03-20 14:16:24.680,151.6901888888889,6.0
EFS17687-237408-429834,2023-03-14 21:28:41,2023-03-17 21:28:41,CGOP7372200,40.0,L,2023-03-16 21:40:08.415,48.19094861111111,2.0
EFS35279,2023-03-17 05:26:14,2023-03-20 05:26:14,GMYY9103112,40.0,E,2023-03-17 12:22:08.675,6.931854166666667,0.0
EXP35732-126817,2023-03-17 15:56:36,2023-03-17 15:56:36,ECAA2820184,20.0,L,2023-04-01 11:07:13.723,355.1771452777777,14.0
EXP35732-126817,2023-03-17 15:56:36,2023-03-17 15:56:36,XROU9429159,20.0,L,2023-04-01 10:59:48.834,355.053565,14.0
EFS35313,2023-03-18 00:08:29,2023-03-21 00:08:29,ROXJ8536549,20.0,E,2023-03-18 03:11:42.094,3.053637222222222,0.0
EFS35313,2023-03-18 00:08:29,2023-03-21 00:08:29,BXZR6202235,20.0,E,2023-03-18 03:11:42.094,3.053637222222222,0.0
EFS35322,2023-03-18 14:18:32,2023-03-21 14:18:32,RBOQ8568033,40.0,E,2023-03-18 16:19:13.779,2.011605277777778,0.0
EFS35352,2023-03-19 11:44:38,2023-03-22 11:44:38,FOMU9664334,40.0,E,2023-03-19 17:08:03.477,5.390410277777778,0.0
EFS35352,2023-03-19 11:44:38,2023-03-22 11:44:38,PYIA2213306,40.0,E,2023-03-19 14:59:52.306,3.253973888888889,0.0
EFS35437,2023-03-21 20:42:02,2023-03-24 20:42:02,EJAZ4637510,40.0,E,2023-03-22 14:53:57.511,18.19875305555556,0.0
EFS35439,2023-03-21 22:22:38,2023-03-24 22:22:38,ZCHD3548023,40.0,E,2023-03-22 00:53:59.768,2.5227133333333334,0.0
EFS35449,2023-03-22 10:33:05,2023-03-25 10:33:05,QZFI8763254,40.0,E,2023-03-22 13:44:06.599,3.1837775,0.0
EFS35449,2023-03-22 10:33:05,2023-03-25 10:33:05,PIBU8864081,40.0,E,2023-03-22 13:44:16.818,3.186616111111111,0.0
